Cosmology WMAP:,  71, 0.27, 0.73, 0.
      z,       DA (Mpc)
      3.1953, 1584.6371
      3.1954, 1584.6215
      3.1955, 1584.6060
      3.1956, 1584.5905
      3.1957, 1584.5748
      3.1958, 1584.5593
      3.1959, 1584.5436
      3.1960, 1584.5273
      3.1961, 1584.5120
      3.1962, 1584.4965
      3.1963, 1584.4808
      3.1964, 1584.4653
      3.1965, 1584.4500
      3.1966, 1584.4338
      3.1967, 1584.4180
      3.1968, 1584.4023
      3.1969, 1584.3868
      3.1970, 1584.3715
      3.1971, 1584.3557
      3.1972, 1584.3405
      3.1973, 1584.3243
      3.1974, 1584.3082
      3.1975, 1584.2928
      3.1976, 1584.2773
      3.1977, 1584.2618
      3.1978, 1584.2462
      3.1979, 1584.2310
      3.1980, 1584.2148
      3.1981, 1584.1989
      3.1982, 1584.1833
      3.1983, 1584.1678
      3.1984, 1584.1523
      3.1985, 1584.1367
      3.1986, 1584.1212
      3.1987, 1584.1052
      3.1988, 1584.0891
      3.1989, 1584.0737
      3.1990, 1584.0582
      3.1991, 1584.0427
      3.1992, 1584.0271
      3.1993, 1584.0117
      3.1994, 1583.9956
      3.1995, 1583.9802
      3.1996, 1583.9642
      3.1997, 1583.9485
      3.1998, 1583.9331
      3.1999, 1583.9176
      3.2000, 1583.9021
      3.2001, 1583.8861
      3.2002, 1583.8706
      3.2003, 1583.8545
      3.2004, 1583.8396
      3.2005, 1583.8235
      3.2006, 1583.8080
      3.2007, 1583.7924
      3.2008, 1583.7765
      3.2009, 1583.7610
      3.2010, 1583.7450
      3.2011, 1583.7300
      3.2012, 1583.7139
      3.2013, 1583.6989
      3.2014, 1583.6829
      3.2015, 1583.6669
      3.2016, 1583.6515
      3.2017, 1583.6353
      3.2018, 1583.6202
      3.2019, 1583.6044
      3.2020, 1583.5891
      3.2021, 1583.5732
      3.2022, 1583.5579
      3.2023, 1583.5416
      3.2024, 1583.5262
      3.2025, 1583.5107
      3.2026, 1583.4946
      3.2027, 1583.4795
      3.2028, 1583.4636
      3.2029, 1583.4481
      3.2030, 1583.4321
      3.2031, 1583.4166
      3.2032, 1583.4010
      3.2033, 1583.3856
      3.2034, 1583.3699
      3.2035, 1583.3544
      3.2036, 1583.3385
      3.2037, 1583.3230
      3.2038, 1583.3070
      3.2039, 1583.2914
      3.2040, 1583.2759
      3.2041, 1583.2603
      3.2042, 1583.2448
      3.2043, 1583.2288
      3.2044, 1583.2134
      3.2045, 1583.1973
      3.2046, 1583.1823
      3.2047, 1583.1661
      3.2048, 1583.1511
      3.2049, 1583.1350
      3.2050, 1583.1196
      3.2051, 1583.1036
      3.2052, 1583.0881
      3.2053, 1583.0725
      3.2054, 1583.0565
      3.2055, 1583.0413
      3.2056, 1583.0254
      3.2057, 1583.0099
      3.2058, 1582.9938
      3.2059, 1582.9785
      3.2060, 1582.9628
      3.2061, 1582.9474
      3.2062, 1582.9316
      3.2063, 1582.9164
      3.2064, 1582.9001
      3.2065, 1582.8848
      3.2066, 1582.8687
      3.2067, 1582.8536
      3.2068, 1582.8376
      3.2069, 1582.8226
      3.2070, 1582.8065
      3.2071, 1582.7910
      3.2072, 1582.7750
      3.2073, 1582.7596
      3.2074, 1582.7439
      3.2075, 1582.7278
      3.2076, 1582.7126
      3.2077, 1582.6968
      3.2078, 1582.6813
      3.2079, 1582.6653
      3.2080, 1582.6498
      3.2081, 1582.6340
      3.2082, 1582.6188
      3.2083, 1582.6030
      3.2084, 1582.5875
      3.2085, 1582.5715
      3.2086, 1582.5560
      3.2087, 1582.5399
      3.2088, 1582.5248
      3.2089, 1582.5088
      3.2090, 1582.4938
      3.2091, 1582.4778
      3.2092, 1582.4624
      3.2093, 1582.4463
      3.2094, 1582.4308
      3.2095, 1582.4152
      3.2096, 1582.3997
      3.2097, 1582.3840
      3.2098, 1582.3685
      3.2099, 1582.3524
      3.2100, 1582.3370
      3.2101, 1582.3210
      3.2102, 1582.3059
      3.2103, 1582.2899
      3.2104, 1582.2748
      3.2105, 1582.2587
      3.2106, 1582.2433
      3.2107, 1582.2272
      3.2108, 1582.2117
      3.2109, 1582.1960
      3.2110, 1582.1805
      3.2111, 1582.1649
      3.2112, 1582.1494
      3.2113, 1582.1335
      3.2114, 1582.1179
      3.2115, 1582.1018
      3.2116, 1582.0868
      3.2117, 1582.0707
      3.2118, 1582.0557
      3.2119, 1582.0396
      3.2120, 1582.0240
      3.2121, 1582.0081
      3.2122, 1581.9927
      3.2123, 1581.9769
      3.2124, 1581.9614
      3.2125, 1581.9457
      3.2126, 1581.9303
      3.2127, 1581.9144
      3.2128, 1581.8987
      3.2129, 1581.8828
      3.2130, 1581.8677
      3.2131, 1581.8516
      3.2132, 1581.8364
      3.2133, 1581.8206
      3.2134, 1581.8049
      3.2135, 1581.7889
      3.2136, 1581.7734
      3.2137, 1581.7577
      3.2138, 1581.7423
      3.2139, 1581.7266
      3.2140, 1581.7111
      3.2141, 1581.6951
      3.2142, 1581.6797
      3.2143, 1581.6635
      3.2144, 1581.6484
      3.2145, 1581.6323
      3.2146, 1581.6172
      3.2147, 1581.6017
      3.2148, 1581.5858
      3.2149, 1581.5702
      3.2150, 1581.5542
      3.2151, 1581.5391
      3.2152, 1581.5231
      3.2153, 1581.5079
      3.2154, 1581.4919
      3.2155, 1581.4763
      3.2156, 1581.4603
      3.2157, 1581.4449
      3.2158, 1581.4291
      3.2159, 1581.4136
      3.2160, 1581.3981
      3.2161, 1581.3824
      3.2162, 1581.3666
      3.2163, 1581.3511
      3.2164, 1581.3348
      3.2165, 1581.3197
      3.2166, 1581.3038
      3.2167, 1581.2886
      3.2168, 1581.2731
      3.2169, 1581.2572
      3.2170, 1581.2416
      3.2171, 1581.2256
      3.2172, 1581.2104
      3.2173, 1581.1945
      3.2174, 1581.1793
      3.2175, 1581.1632
      3.2176, 1581.1476
      3.2177, 1581.1316
      3.2178, 1581.1161
      3.2179, 1581.1001
      3.2180, 1581.0850
      3.2181, 1581.0693
      3.2182, 1581.0537
      3.2183, 1581.0382
      3.2184, 1581.0222
      3.2185, 1581.0066
      3.2186, 1580.9906
      3.2187, 1580.9755
      3.2188, 1580.9598
      3.2189, 1580.9445
      3.2190, 1580.9283
      3.2191, 1580.9128
      3.2192, 1580.8969
      3.2193, 1580.8813
      3.2194, 1580.8656
      3.2195, 1580.8505
      3.2196, 1580.8350
      3.2197, 1580.8188
      3.2198, 1580.8035
      3.2199, 1580.7872
      3.2200, 1580.7717
      3.2201, 1580.7561
      3.2202, 1580.7410
      3.2203, 1580.7249
      3.2204, 1580.7094
      3.2205, 1580.6932
      3.2206, 1580.6779
      3.2207, 1580.6624
      3.2208, 1580.6467
      3.2209, 1580.6316
      3.2210, 1580.6154
      3.2211, 1580.6000
      3.2212, 1580.5839
      3.2213, 1580.5685
      3.2214, 1580.5521
      3.2215, 1580.5371
      3.2216, 1580.5220
      3.2217, 1580.5060
      3.2218, 1580.4905
      3.2219, 1580.4744
      3.2220, 1580.4590
      3.2221, 1580.4429
      3.2222, 1580.4276
      3.2223, 1580.4119
      3.2224, 1580.3965
      3.2225, 1580.3811
      3.2226, 1580.3649
      3.2227, 1580.3494
      3.2228, 1580.3333
      3.2229, 1580.3182
      3.2230, 1580.3025
      3.2231, 1580.2869
      3.2232, 1580.2709
      3.2233, 1580.2552
      3.2234, 1580.2399
      3.2235, 1580.2239
      3.2236, 1580.2086
      3.2237, 1580.1930
      3.2238, 1580.1774
      3.2239, 1580.1614
      3.2240, 1580.1458
      3.2241, 1580.1304
      3.2242, 1580.1143
      3.2243, 1580.0991
      3.2244, 1580.0834
      3.2245, 1580.0679
      3.2246, 1580.0518
      3.2247, 1580.0364
      3.2248, 1580.0208
      3.2249, 1580.0046
      3.2250, 1579.9896
      3.2251, 1579.9738
      3.2252, 1579.9584
      3.2253, 1579.9423
      3.2254, 1579.9266
      3.2255, 1579.9113
      3.2256, 1579.8951
      3.2257, 1579.8800
      3.2258, 1579.8640
      3.2259, 1579.8488
      3.2260, 1579.8328
      3.2261, 1579.8173
      3.2262, 1579.8018
      3.2263, 1579.7855
      3.2264, 1579.7705
      3.2265, 1579.7544
      3.2266, 1579.7391
      3.2267, 1579.7230
      3.2268, 1579.7078
      3.2269, 1579.6921
      3.2270, 1579.6760
      3.2271, 1579.6609
      3.2272, 1579.6447
      3.2273, 1579.6296
      3.2274, 1579.6141
      3.2275, 1579.5980
      3.2276, 1579.5825
      3.2277, 1579.5664
      3.2278, 1579.5511
      3.2279, 1579.5352
      3.2280, 1579.5199
      3.2281, 1579.5045
      3.2282, 1579.4885
      3.2283, 1579.4730
      3.2284, 1579.4568
      3.2285, 1579.4417
      3.2286, 1579.4261
      3.2287, 1579.4104
      3.2288, 1579.3949
      3.2289, 1579.3788
      3.2290, 1579.3633
      3.2291, 1579.3478
      3.2292, 1579.3320
      3.2293, 1579.3165
      3.2294, 1579.3008
      3.2295, 1579.2853
      3.2296, 1579.2692
      3.2297, 1579.2535
      3.2298, 1579.2380
      3.2299, 1579.2223
      3.2300, 1579.2068
      3.2301, 1579.1912
      3.2302, 1579.1755
      3.2303, 1579.1600
      3.2304, 1579.1440
      3.2305, 1579.1283
      3.2306, 1579.1127
      3.2307, 1579.0972
      3.2308, 1579.0819
      3.2309, 1579.0659
      3.2310, 1579.0503
      3.2311, 1579.0342
      3.2312, 1579.0188
      3.2313, 1579.0037
      3.2314, 1578.9873
      3.2315, 1578.9723
      3.2316, 1578.9563
      3.2317, 1578.9407
      3.2318, 1578.9250
      3.2319, 1578.9091
      3.2320, 1578.8940
      3.2321, 1578.8783
      3.2322, 1578.8627
      3.2323, 1578.8472
      3.2324, 1578.8309
      3.2325, 1578.8154
      3.2326, 1578.8000
      3.2327, 1578.7842
      3.2328, 1578.7687
      3.2329, 1578.7529
      3.2330, 1578.7373
      3.2331, 1578.7219
      3.2332, 1578.7058
      3.2333, 1578.6903
      3.2334, 1578.6744
      3.2335, 1578.6591
      3.2336, 1578.6437
      3.2337, 1578.6277
      3.2338, 1578.6122
      3.2339, 1578.5966
      3.2340, 1578.5804
      3.2341, 1578.5654
      3.2342, 1578.5492
      3.2343, 1578.5341
      3.2344, 1578.5186
      3.2345, 1578.5023
      3.2346, 1578.4869
      3.2347, 1578.4708
      3.2348, 1578.4554
      3.2349, 1578.4401
      3.2350, 1578.4243
      3.2351, 1578.4088
      3.2352, 1578.3932
      3.2353, 1578.3771
      3.2354, 1578.3615
      3.2355, 1578.3458
      3.2356, 1578.3303
      3.2357, 1578.3151
      3.2358, 1578.2990
      3.2359, 1578.2834
      3.2360, 1578.2679
      3.2361, 1578.2517
      3.2362, 1578.2367
      3.2363, 1578.2205
      3.2364, 1578.2052
      3.2365, 1578.1897
      3.2366, 1578.1737
      3.2367, 1578.1581
      3.2368, 1578.1426
      3.2369, 1578.1268
      3.2370, 1578.1112
      3.2371, 1578.0955
      3.2372, 1578.0801
      3.2373, 1578.0645
      3.2374, 1578.0483
      3.2375, 1578.0328
      3.2376, 1578.0176
      3.2377, 1578.0015
      3.2378, 1577.9863
      3.2379, 1577.9707
      3.2380, 1577.9546
      3.2381, 1577.9391
      3.2382, 1577.9229
      3.2383, 1577.9077
      3.2384, 1577.8922
      3.2385, 1577.8763
      3.2386, 1577.8608
      3.2387, 1577.8453
      3.2388, 1577.8292
      3.2389, 1577.8136
      3.2390, 1577.7985
      3.2391, 1577.7823
      3.2392, 1577.7672
      3.2393, 1577.7517
      3.2394, 1577.7355
      3.2395, 1577.7200
      3.2396, 1577.7040
      3.2397, 1577.6887
      3.2398, 1577.6730
      3.2399, 1577.6573
      3.2400, 1577.6418
      3.2401, 1577.6262
      3.2402, 1577.6102
      3.2403, 1577.5945
      3.2404, 1577.5792
      3.2405, 1577.5632
      3.2406, 1577.5481
      3.2407, 1577.5325
      3.2408, 1577.5164
      3.2409, 1577.5009
      3.2410, 1577.4852
      3.2411, 1577.4696
      3.2412, 1577.4540
      3.2413, 1577.4381
      3.2414, 1577.4226
      3.2415, 1577.4070
      3.2416, 1577.3909
      3.2417, 1577.3755
      3.2418, 1577.3601
      3.2419, 1577.3440
      3.2420, 1577.3289
      3.2421, 1577.3132
      3.2422, 1577.2971
      3.2423, 1577.2815
      3.2424, 1577.2661
      3.2425, 1577.2502
      3.2426, 1577.2346
      3.2427, 1577.2196
      3.2428, 1577.2032
      3.2429, 1577.1879
      3.2430, 1577.1722
      3.2431, 1577.1562
      3.2432, 1577.1409
      3.2433, 1577.1254
      3.2434, 1577.1096
      3.2435, 1577.0940
      3.2436, 1577.0784
      3.2437, 1577.0625
      3.2438, 1577.0468
      3.2439, 1577.0316
      3.2440, 1577.0155
      3.2441, 1577.0001
      3.2442, 1576.9847
      3.2443, 1576.9685
      3.2444, 1576.9530
      3.2445, 1576.9374
      3.2446, 1576.9216
      3.2447, 1576.9061
      3.2448, 1576.8909
      3.2449, 1576.8748
      3.2450, 1576.8591
      3.2451, 1576.8436
      3.2452, 1576.8275
      3.2453, 1576.8124
      3.2454, 1576.7966
      3.2455, 1576.7809
      3.2456, 1576.7654
      3.2457, 1576.7498
      3.2458, 1576.7336
      3.2459, 1576.7181
      3.2460, 1576.7028
      3.2461, 1576.6866
      3.2462, 1576.6716
      3.2463, 1576.6559
      3.2464, 1576.6398
      3.2465, 1576.6243
      3.2466, 1576.6085
      3.2467, 1576.5934
      3.2468, 1576.5774
      3.2469, 1576.5621
      3.2470, 1576.5465
      3.2471, 1576.5304
      3.2472, 1576.5148
      3.2473, 1576.4993
      3.2474, 1576.4834
      3.2475, 1576.4679
      3.2476, 1576.4526
      3.2477, 1576.4365
      3.2478, 1576.4209
      3.2479, 1576.4053
      3.2480, 1576.3892
      3.2481, 1576.3740
      3.2482, 1576.3584
      3.2483, 1576.3427
      3.2484, 1576.3270
      3.2485, 1576.3114
      3.2486, 1576.2959
      3.2487, 1576.2798
      3.2488, 1576.2645
      3.2489, 1576.2490
      3.2490, 1576.2333
      3.2491, 1576.2177
      3.2492, 1576.2019
      3.2493, 1576.1859
      3.2494, 1576.1703
      3.2495, 1576.1547
      3.2496, 1576.1390
      3.2497, 1576.1238
      3.2498, 1576.1080
      3.2499, 1576.0925
      3.2500, 1576.0764
      3.2501, 1576.0608
      3.2502, 1576.0452
      3.2503, 1576.0294
      3.2504, 1576.0142
      3.2505, 1575.9987
      3.2506, 1575.9827
      3.2507, 1575.9668
      3.2508, 1575.9513
      3.2509, 1575.9358
      3.2510, 1575.9198
      3.2511, 1575.9047
      3.2512, 1575.8892
      3.2513, 1575.8729
      3.2514, 1575.8574
      3.2515, 1575.8419
      3.2516, 1575.8256
      3.2517, 1575.8104
      3.2518, 1575.7953
      3.2519, 1575.7797
      3.2520, 1575.7635
      3.2521, 1575.7478
      3.2522, 1575.7324
      3.2523, 1575.7161
      3.2524, 1575.7009
      3.2525, 1575.6857
      3.2526, 1575.6700
      3.2527, 1575.6538
      3.2528, 1575.6384
      3.2529, 1575.6227
      3.2530, 1575.6067
      3.2531, 1575.5913
      3.2532, 1575.5762
      3.2533, 1575.5604
      3.2534, 1575.5444
      3.2535, 1575.5288
      3.2536, 1575.5131
      3.2537, 1575.4971
      3.2538, 1575.4818
      3.2539, 1575.4666
      3.2540, 1575.4509
      3.2541, 1575.4348
      3.2542, 1575.4192
      3.2543, 1575.4036
      3.2544, 1575.3875
      3.2545, 1575.3722
      3.2546, 1575.3569
      3.2547, 1575.3413
      3.2548, 1575.3253
      3.2549, 1575.3097
      3.2550, 1575.2941
      3.2551, 1575.2778
      3.2552, 1575.2627
      3.2553, 1575.2474
      3.2554, 1575.2318
      3.2555, 1575.2156
      3.2556, 1575.2002
      3.2557, 1575.1846
      3.2558, 1575.1688
      3.2559, 1575.1531
      3.2560, 1575.1378
      3.2561, 1575.1221
      3.2562, 1575.1062
      3.2563, 1575.0906
      3.2564, 1575.0748
      3.2565, 1575.0593
      3.2566, 1575.0435
      3.2567, 1575.0282
      3.2568, 1575.0126
      3.2569, 1574.9969
      3.2570, 1574.9808
      3.2571, 1574.9652
      3.2572, 1574.9496
      3.2573, 1574.9338
      3.2574, 1574.9181
      3.2575, 1574.9031
      3.2576, 1574.8873
      3.2577, 1574.8711
      3.2578, 1574.8556
      3.2579, 1574.8400
      3.2580, 1574.8248
      3.2581, 1574.8086
      3.2582, 1574.7933
      3.2583, 1574.7778
      3.2584, 1574.7621
      3.2585, 1574.7460
      3.2586, 1574.7305
      3.2587, 1574.7151
      3.2588, 1574.6996
      3.2589, 1574.6837
      3.2590, 1574.6680
      3.2591, 1574.6525
      3.2592, 1574.6370
      3.2593, 1574.6207
      3.2594, 1574.6056
      3.2595, 1574.5898
      3.2596, 1574.5740
      3.2597, 1574.5585
      3.2598, 1574.5428
      3.2599, 1574.5272
      3.2600, 1574.5110
      3.2601, 1574.4958
      3.2602, 1574.4803
      3.2603, 1574.4648
      3.2604, 1574.4487
      3.2605, 1574.4332
      3.2606, 1574.4175
      3.2607, 1574.4020
      3.2608, 1574.3862
      3.2609, 1574.3704
      3.2610, 1574.3552
      3.2611, 1574.3397
      3.2612, 1574.3234
      3.2613, 1574.3079
      3.2614, 1574.2922
      3.2615, 1574.2770
      3.2616, 1574.2609
      3.2617, 1574.2455
      3.2618, 1574.2300
      3.2619, 1574.2142
      3.2620, 1574.1987
      3.2621, 1574.1825
      3.2622, 1574.1672
      3.2623, 1574.1516
      3.2624, 1574.1364
      3.2625, 1574.1201
      3.2626, 1574.1046
      3.2627, 1574.0890
      3.2628, 1574.0735
      3.2629, 1574.0575
      3.2630, 1574.0420
      3.2631, 1574.0267
      3.2632, 1574.0109
      3.2633, 1573.9949
      3.2634, 1573.9792
      3.2635, 1573.9635
      3.2636, 1573.9484
      3.2637, 1573.9321
      3.2638, 1573.9169
      3.2639, 1573.9012
      3.2640, 1573.8856
      3.2641, 1573.8701
      3.2642, 1573.8539
      3.2643, 1573.8386
      3.2644, 1573.8230
      3.2645, 1573.8077
      3.2646, 1573.7915
      3.2647, 1573.7759
      3.2648, 1573.7601
      3.2649, 1573.7448
      3.2650, 1573.7289
      3.2651, 1573.7131
      3.2652, 1573.6979
      3.2653, 1573.6824
      3.2654, 1573.6667
      3.2655, 1573.6505
      3.2656, 1573.6349
      3.2657, 1573.6196
      3.2658, 1573.6039
      3.2659, 1573.5881
      3.2660, 1573.5726
      3.2661, 1573.5569
      3.2662, 1573.5414
      3.2663, 1573.5258
      3.2664, 1573.5098
      3.2665, 1573.4943
      3.2666, 1573.4789
      3.2667, 1573.4634
      3.2668, 1573.4471
      3.2669, 1573.4315
      3.2670, 1573.4159
      3.2671, 1573.4005
      3.2672, 1573.3849
      3.2673, 1573.3691
      3.2674, 1573.3534
      3.2675, 1573.3379
      3.2676, 1573.3223
      3.2677, 1573.3060
      3.2678, 1573.2908
      3.2679, 1573.2753
      3.2680, 1573.2600
      3.2681, 1573.2441
      3.2682, 1573.2280
      3.2683, 1573.2124
      3.2684, 1573.1968
      3.2685, 1573.1815
      3.2686, 1573.1659
      3.2687, 1573.1500
      3.2688, 1573.1343
      3.2689, 1573.1188
      3.2690, 1573.1031
      3.2691, 1573.0875
      3.2692, 1573.0718
      3.2693, 1573.0560
      3.2694, 1573.0406
      3.2695, 1573.0251
      3.2696, 1573.0090
      3.2697, 1572.9932
      3.2698, 1572.9777
      3.2699, 1572.9624
      3.2700, 1572.9467
      3.2701, 1572.9308
      3.2702, 1572.9153
      3.2703, 1572.8995
      3.2704, 1572.8839
      3.2705, 1572.8684
      3.2706, 1572.8524
      3.2707, 1572.8368
      3.2708, 1572.8217
      3.2709, 1572.8059
      3.2710, 1572.7904
      3.2711, 1572.7740
      3.2712, 1572.7585
      3.2713, 1572.7433
      3.2714, 1572.7275
      3.2715, 1572.7123
      3.2716, 1572.6960
      3.2717, 1572.6804
      3.2718, 1572.6648
      3.2719, 1572.6492
      3.2720, 1572.6338
      3.2721, 1572.6183
      3.2722, 1572.6023
      3.2723, 1572.5868
      3.2724, 1572.5710
      3.2725, 1572.5554
      3.2726, 1572.5398
      3.2727, 1572.5238
      3.2728, 1572.5083
      3.2729, 1572.4930
      3.2730, 1572.4772
      3.2731, 1572.4617
      3.2732, 1572.4456
      3.2733, 1572.4297
      3.2734, 1572.4146
      3.2735, 1572.3989
      3.2736, 1572.3838
      3.2737, 1572.3679
      3.2738, 1572.3518
      3.2739, 1572.3361
      3.2740, 1572.3206
      3.2741, 1572.3052
      3.2742, 1572.2896
      3.2743, 1572.2736
      3.2744, 1572.2581
      3.2745, 1572.2424
      3.2746, 1572.2268
      3.2747, 1572.2111
      3.2748, 1572.1952
      3.2749, 1572.1797
      3.2750, 1572.1643
      3.2751, 1572.1487
      3.2752, 1572.1331
      3.2753, 1572.1173
      3.2754, 1572.1011
      3.2755, 1572.0858
      3.2756, 1572.0703
      3.2757, 1572.0549
      3.2758, 1572.0393
      3.2759, 1572.0237
      3.2760, 1572.0073
      3.2761, 1571.9917
      3.2762, 1571.9764
      3.2763, 1571.9607
      3.2764, 1571.9454
      3.2765, 1571.9298
      3.2766, 1571.9137
      3.2767, 1571.8979
      3.2768, 1571.8823
      3.2769, 1571.8671
      3.2770, 1571.8513
      3.2771, 1571.8361
      3.2772, 1571.8199
      3.2773, 1571.8042
      3.2774, 1571.7886
      3.2775, 1571.7729
      3.2776, 1571.7576
      3.2777, 1571.7418
      3.2778, 1571.7260
      3.2779, 1571.7104
      3.2780, 1571.6947
      3.2781, 1571.6791
      3.2782, 1571.6635
      3.2783, 1571.6481
      3.2784, 1571.6318
      3.2785, 1571.6166
      3.2786, 1571.6010
      3.2787, 1571.5853
      3.2788, 1571.5696
      3.2789, 1571.5540
      3.2790, 1571.5381
      3.2791, 1571.5225
      3.2792, 1571.5071
      3.2793, 1571.4913
      3.2794, 1571.4758
      3.2795, 1571.4601
      3.2796, 1571.4440
      3.2797, 1571.4286
      3.2798, 1571.4131
      3.2799, 1571.3976
      3.2800, 1571.3820
      3.2801, 1571.3662
      3.2802, 1571.3507
      3.2803, 1571.3345
      3.2804, 1571.3191
      3.2805, 1571.3035
      3.2806, 1571.2882
      3.2807, 1571.2725
      3.2808, 1571.2568
      3.2809, 1571.2406
      3.2810, 1571.2250
      3.2811, 1571.2092
      3.2812, 1571.1940
      3.2813, 1571.1786
      3.2814, 1571.1630
      3.2815, 1571.1472
      3.2816, 1571.1312
      3.2817, 1571.1154
      3.2818, 1571.0999
      3.2819, 1571.0845
      3.2820, 1571.0691
      3.2821, 1571.0535
      3.2822, 1571.0377
      3.2823, 1571.0216
      3.2824, 1571.0059
      3.2825, 1570.9901
      3.2826, 1570.9750
      3.2827, 1570.9595
      3.2828, 1570.9440
      3.2829, 1570.9282
      3.2830, 1570.9120
      3.2831, 1570.8964
      3.2832, 1570.8807
      3.2833, 1570.8654
      3.2834, 1570.8501
      3.2835, 1570.8344
      3.2836, 1570.8187
      3.2837, 1570.8030
      3.2838, 1570.7869
      3.2839, 1570.7712
      3.2840, 1570.7557
      3.2841, 1570.7404
      3.2842, 1570.7249
      3.2843, 1570.7092
      3.2844, 1570.6935
      3.2845, 1570.6772
      3.2846, 1570.6616
      3.2847, 1570.6461
      3.2848, 1570.6310
      3.2849, 1570.6154
      3.2850, 1570.5996
      3.2851, 1570.5839
      3.2852, 1570.5682
      3.2853, 1570.5520
      3.2854, 1570.5366
      3.2855, 1570.5212
      3.2856, 1570.5056
      3.2857, 1570.4899
      3.2858, 1570.4742
      3.2859, 1570.4586
      3.2860, 1570.4430
      3.2861, 1570.4270
      3.2862, 1570.4116
      3.2863, 1570.3960
      3.2864, 1570.3802
      3.2865, 1570.3646
      3.2866, 1570.3490
      3.2867, 1570.3334
      3.2868, 1570.3180
      3.2869, 1570.3021
      3.2870, 1570.2865
      3.2871, 1570.2708
      3.2872, 1570.2551
      3.2873, 1570.2395
      3.2874, 1570.2236
      3.2875, 1570.2084
      3.2876, 1570.1930
      3.2877, 1570.1774
      3.2878, 1570.1611
      3.2879, 1570.1455
      3.2880, 1570.1298
      3.2881, 1570.1140
      3.2882, 1570.0988
      3.2883, 1570.0835
      3.2884, 1570.0679
      3.2885, 1570.0520
      3.2886, 1570.0359
      3.2887, 1570.0203
      3.2888, 1570.0044
      3.2889, 1569.9891
      3.2890, 1569.9735
      3.2891, 1569.9581
      3.2892, 1569.9424
      3.2893, 1569.9268
      3.2894, 1569.9111
      3.2895, 1569.8953
      3.2896, 1569.8795
      3.2897, 1569.8639
      3.2898, 1569.8484
      3.2899, 1569.8328
      3.2900, 1569.8170
      3.2901, 1569.8014
      3.2902, 1569.7856
      3.2903, 1569.7704
      3.2904, 1569.7548
      3.2905, 1569.7386
      3.2906, 1569.7231
      3.2907, 1569.7074
      3.2908, 1569.6917
      3.2909, 1569.6760
      3.2910, 1569.6608
      3.2911, 1569.6450
      3.2912, 1569.6296
      3.2913, 1569.6139
      3.2914, 1569.5984
      3.2915, 1569.5820
      3.2916, 1569.5663
      3.2917, 1569.5510
      3.2918, 1569.5353
      3.2919, 1569.5200
      3.2920, 1569.5043
      3.2921, 1569.4885
      3.2922, 1569.4729
      3.2923, 1569.4572
      3.2924, 1569.4419
      3.2925, 1569.4263
      3.2926, 1569.4102
      3.2927, 1569.3947
      3.2928, 1569.3789
      3.2929, 1569.3632
      3.2930, 1569.3474
      3.2931, 1569.3322
      3.2932, 1569.3165
      3.2933, 1569.3010
      3.2934, 1569.2853
      3.2935, 1569.2698
      3.2936, 1569.2540
      3.2937, 1569.2378
      3.2938, 1569.2224
      3.2939, 1569.2065
      3.2940, 1569.1914
      3.2941, 1569.1757
      3.2942, 1569.1600
      3.2943, 1569.1442
      3.2944, 1569.1285
      3.2945, 1569.1132
      3.2946, 1569.0974
      3.2947, 1569.0822
      3.2948, 1569.0665
      3.2949, 1569.0503
      3.2950, 1569.0345
      3.2951, 1569.0188
      3.2952, 1569.0035
      3.2953, 1568.9877
      3.2954, 1568.9724
      3.2955, 1568.9567
      3.2956, 1568.9410
      3.2957, 1568.9253
      3.2958, 1568.9095
      3.2959, 1568.8943
      3.2960, 1568.8785
      3.2961, 1568.8632
      3.2962, 1568.8469
      3.2963, 1568.8312
      3.2964, 1568.8156
      3.2965, 1568.7999
      3.2966, 1568.7845
      3.2967, 1568.7687
      3.2968, 1568.7533
      3.2969, 1568.7377
      3.2970, 1568.7220
      3.2971, 1568.7063
      3.2972, 1568.6907
      3.2973, 1568.6753
      3.2974, 1568.6594
      3.2975, 1568.6440
      3.2976, 1568.6284
      3.2977, 1568.6122
      3.2978, 1568.5966
      3.2979, 1568.5808
      3.2980, 1568.5654
      3.2981, 1568.5497
      3.2982, 1568.5344
      3.2983, 1568.5187
      3.2984, 1568.5029
      3.2985, 1568.4873
      3.2986, 1568.4714
      3.2987, 1568.4562
      3.2988, 1568.4404
      3.2989, 1568.4252
      3.2990, 1568.4094
      3.2991, 1568.3938
      3.2992, 1568.3773
      3.2993, 1568.3617
      3.2994, 1568.3464
      3.2995, 1568.3306
      3.2996, 1568.3153
      3.2997, 1568.2996
      3.2998, 1568.2838
      3.2999, 1568.2682
      3.3000, 1568.2524
      3.3001, 1568.2372
      3.3002, 1568.2213
      3.3003, 1568.2061
      3.3004, 1568.1903
      3.3005, 1568.1746
      3.3006, 1568.1588
      3.3007, 1568.1432
      3.3008, 1568.1278
      3.3009, 1568.1121
      3.3010, 1568.0967
      3.3011, 1568.0803
      3.3012, 1568.0647
      3.3013, 1568.0490
      3.3014, 1568.0333
      3.3015, 1568.0179
      3.3016, 1568.0021
      3.3017, 1567.9868
      3.3018, 1567.9711
      3.3019, 1567.9554
      3.3020, 1567.9397
      3.3021, 1567.9240
      3.3022, 1567.9087
      3.3023, 1567.8928
      3.3024, 1567.8774
      3.3025, 1567.8617
