Cosmology WMAP:,  71, 0.27, 0.73, 0.
      z,       DA (Mpc)
      1.0358, 1672.6459
      1.0359, 1672.6816
      1.0360, 1672.7201
      1.0361, 1672.7562
      1.0362, 1672.7942
      1.0363, 1672.8328
      1.0364, 1672.8687
      1.0365, 1672.9067
      1.0366, 1672.9448
      1.0367, 1672.9807
      1.0368, 1673.0192
      1.0369, 1673.0546
      1.0370, 1673.0930
      1.0371, 1673.1313
      1.0372, 1673.1670
      1.0373, 1673.2047
      1.0374, 1673.2432
      1.0375, 1673.2789
      1.0376, 1673.3168
      1.0377, 1673.3550
      1.0378, 1673.3910
      1.0379, 1673.4287
      1.0380, 1673.4641
      1.0381, 1673.5023
      1.0382, 1673.5404
      1.0383, 1673.5758
      1.0384, 1673.6140
      1.0385, 1673.6521
      1.0386, 1673.6873
      1.0387, 1673.7250
      1.0388, 1673.7631
      1.0389, 1673.7987
      1.0390, 1673.8363
      1.0391, 1673.8744
      1.0392, 1673.9099
      1.0393, 1673.9476
      1.0394, 1673.9850
      1.0395, 1674.0208
      1.0396, 1674.0586
      1.0397, 1674.0963
      1.0398, 1674.1317
      1.0399, 1674.1696
      1.0400, 1674.2072
      1.0401, 1674.2446
      1.0402, 1674.2800
      1.0403, 1674.3179
      1.0404, 1674.3552
      1.0405, 1674.3906
      1.0406, 1674.4285
      1.0407, 1674.4659
      1.0408, 1674.5009
      1.0409, 1674.5387
      1.0410, 1674.5764
      1.0411, 1674.6135
      1.0412, 1674.6489
      1.0413, 1674.6865
      1.0414, 1674.7240
      1.0415, 1674.7588
      1.0416, 1674.7965
      1.0417, 1674.8340
      1.0418, 1674.8713
      1.0419, 1674.9064
      1.0420, 1674.9441
      1.0421, 1674.9812
      1.0422, 1675.0182
      1.0423, 1675.0535
      1.0424, 1675.0911
      1.0425, 1675.1281
      1.0426, 1675.1655
      1.0427, 1675.2006
      1.0428, 1675.2375
      1.0429, 1675.2748
      1.0430, 1675.3121
      1.0431, 1675.3472
      1.0432, 1675.3842
      1.0433, 1675.4211
      1.0434, 1675.4590
      1.0435, 1675.4937
      1.0436, 1675.5304
      1.0437, 1675.5677
      1.0438, 1675.6051
      1.0439, 1675.6394
      1.0440, 1675.6765
      1.0441, 1675.7140
      1.0442, 1675.7510
      1.0443, 1675.7877
      1.0444, 1675.8228
      1.0445, 1675.8597
      1.0446, 1675.8965
      1.0447, 1675.9335
      1.0448, 1675.9685
      1.0449, 1676.0052
      1.0450, 1676.0420
      1.0451, 1676.0790
      1.0452, 1676.1161
      1.0453, 1676.1503
      1.0454, 1676.1871
      1.0455, 1676.2245
      1.0456, 1676.2611
      1.0457, 1676.2979
      1.0458, 1676.3348
      1.0459, 1676.3695
      1.0460, 1676.4059
      1.0461, 1676.4426
      1.0462, 1676.4800
      1.0463, 1676.5164
      1.0464, 1676.5505
      1.0465, 1676.5873
      1.0466, 1676.6244
      1.0467, 1676.6608
      1.0468, 1676.6973
      1.0469, 1676.7345
      1.0470, 1676.7683
      1.0471, 1676.8051
      1.0472, 1676.8417
      1.0473, 1676.8784
      1.0474, 1676.9148
      1.0475, 1676.9512
      1.0476, 1676.9855
      1.0477, 1677.0221
      1.0478, 1677.0585
      1.0479, 1677.0952
      1.0480, 1677.1318
      1.0481, 1677.1682
      1.0482, 1677.2045
      1.0483, 1677.2388
      1.0484, 1677.2751
      1.0485, 1677.3114
      1.0486, 1677.3481
      1.0487, 1677.3845
      1.0488, 1677.4208
      1.0489, 1677.4569
      1.0490, 1677.4934
      1.0491, 1677.5275
      1.0492, 1677.5636
      1.0493, 1677.6000
      1.0494, 1677.6365
      1.0495, 1677.6725
      1.0496, 1677.7086
      1.0497, 1677.7451
      1.0498, 1677.7814
      1.0499, 1677.8174
      1.0500, 1677.8513
      1.0501, 1677.8876
      1.0502, 1677.9237
      1.0503, 1677.9596
      1.0504, 1677.9958
      1.0505, 1678.0322
      1.0506, 1678.0681
      1.0507, 1678.1042
      1.0508, 1678.1406
      1.0509, 1678.1764
      1.0510, 1678.2122
      1.0511, 1678.2484
      1.0512, 1678.2822
      1.0513, 1678.3180
      1.0514, 1678.3540
      1.0515, 1678.3903
      1.0516, 1678.4260
      1.0517, 1678.4618
      1.0518, 1678.4978
      1.0519, 1678.5339
      1.0520, 1678.5696
      1.0521, 1678.6055
      1.0522, 1678.6417
      1.0523, 1678.6774
      1.0524, 1678.7129
      1.0525, 1678.7490
      1.0526, 1678.7849
      1.0527, 1678.8204
      1.0528, 1678.8563
      1.0529, 1678.8898
      1.0530, 1678.9254
      1.0531, 1678.9611
      1.0532, 1678.9969
      1.0533, 1679.0327
      1.0534, 1679.0682
      1.0535, 1679.1039
      1.0536, 1679.1399
      1.0537, 1679.1752
      1.0538, 1679.2107
      1.0539, 1679.2465
      1.0540, 1679.2822
      1.0541, 1679.3175
      1.0542, 1679.3533
      1.0543, 1679.3892
      1.0544, 1679.4243
      1.0545, 1679.4597
      1.0546, 1679.4954
      1.0547, 1679.5310
      1.0548, 1679.5663
      1.0549, 1679.6019
      1.0550, 1679.6375
      1.0551, 1679.6727
      1.0552, 1679.7080
      1.0553, 1679.7435
      1.0554, 1679.7791
      1.0555, 1679.8142
      1.0556, 1679.8497
      1.0557, 1679.8853
      1.0558, 1679.9203
      1.0559, 1679.9554
      1.0560, 1679.9908
      1.0561, 1680.0264
      1.0562, 1680.0614
      1.0563, 1680.0968
      1.0564, 1680.1322
      1.0565, 1680.1671
      1.0566, 1680.2023
      1.0567, 1680.2377
      1.0568, 1680.2729
      1.0569, 1680.3102
      1.0570, 1680.3455
      1.0571, 1680.3807
      1.0572, 1680.4158
      1.0573, 1680.4506
      1.0574, 1680.4858
      1.0575, 1680.5211
      1.0576, 1680.5560
      1.0577, 1680.5912
      1.0578, 1680.6265
      1.0579, 1680.6611
      1.0580, 1680.6959
      1.0581, 1680.7312
      1.0582, 1680.7662
      1.0583, 1680.8010
      1.0584, 1680.8363
      1.0585, 1680.8712
      1.0586, 1680.9083
      1.0587, 1680.9430
      1.0588, 1680.9780
      1.0589, 1681.0132
      1.0590, 1681.0477
      1.0591, 1681.0823
      1.0592, 1681.1177
      1.0593, 1681.1522
      1.0594, 1681.1868
      1.0595, 1681.2219
      1.0596, 1681.2568
      1.0597, 1681.2938
      1.0598, 1681.3281
      1.0599, 1681.3634
      1.0600, 1681.3979
      1.0601, 1681.4324
      1.0602, 1681.4673
      1.0603, 1681.5022
      1.0604, 1681.5365
      1.0605, 1681.5709
      1.0606, 1681.6085
      1.0607, 1681.6428
      1.0608, 1681.6774
      1.0609, 1681.7120
      1.0610, 1681.7468
      1.0611, 1681.7811
      1.0612, 1681.8153
      1.0613, 1681.8505
      1.0614, 1681.8871
      1.0615, 1681.9213
      1.0616, 1681.9559
      1.0617, 1681.9905
      1.0618, 1682.0247
      1.0619, 1682.0590
      1.0620, 1682.0941
      1.0621, 1682.1306
      1.0622, 1682.1647
      1.0623, 1682.1991
      1.0624, 1682.2338
      1.0625, 1682.2679
      1.0626, 1682.3020
      1.0627, 1682.3370
      1.0628, 1682.3733
      1.0629, 1682.4075
      1.0630, 1682.4418
      1.0631, 1682.4762
      1.0632, 1682.5103
      1.0633, 1682.5443
      1.0634, 1682.5809
      1.0635, 1682.6154
      1.0636, 1682.6494
      1.0637, 1682.6836
      1.0638, 1682.7180
      1.0639, 1682.7543
      1.0640, 1682.7881
      1.0641, 1682.8224
      1.0642, 1682.8567
      1.0643, 1682.8905
      1.0644, 1682.9270
      1.0645, 1682.9613
      1.0646, 1682.9951
      1.0647, 1683.0289
      1.0648, 1683.0631
      1.0649, 1683.0997
      1.0650, 1683.1334
      1.0651, 1683.1675
      1.0652, 1683.2017
      1.0653, 1683.2355
      1.0654, 1683.2714
      1.0655, 1683.3057
      1.0656, 1683.3395
      1.0657, 1683.3733
      1.0658, 1683.4072
      1.0659, 1683.4437
      1.0660, 1683.4773
      1.0661, 1683.5109
      1.0662, 1683.5447
      1.0663, 1683.5812
      1.0664, 1683.6146
      1.0665, 1683.6487
      1.0666, 1683.6825
      1.0667, 1683.7184
      1.0668, 1683.7518
      1.0669, 1683.7856
      1.0670, 1683.8196
      1.0671, 1683.8555
      1.0672, 1683.8893
      1.0673, 1683.9229
      1.0674, 1683.9564
      1.0675, 1683.9922
      1.0676, 1684.0260
      1.0677, 1684.0597
      1.0678, 1684.0930
      1.0679, 1684.1290
      1.0680, 1684.1628
      1.0681, 1684.1962
      1.0682, 1684.2295
      1.0683, 1684.2654
      1.0684, 1684.2990
      1.0685, 1684.3325
      1.0686, 1684.3683
      1.0687, 1684.4020
      1.0688, 1684.4351
      1.0689, 1684.4683
      1.0690, 1684.5042
      1.0691, 1684.5378
      1.0692, 1684.5709
      1.0693, 1684.6068
      1.0694, 1684.6403
      1.0695, 1684.6733
      1.0696, 1684.7064
      1.0697, 1684.7423
      1.0698, 1684.7759
      1.0699, 1684.8087
      1.0700, 1684.8446
      1.0701, 1684.8781
      1.0702, 1684.9109
      1.0703, 1684.9464
      1.0704, 1684.9796
      1.0705, 1685.0131
      1.0706, 1685.0483
      1.0707, 1685.0815
      1.0708, 1685.1150
      1.0709, 1685.1501
      1.0710, 1685.1830
      1.0711, 1685.2163
      1.0712, 1685.2520
      1.0713, 1685.2849
      1.0714, 1685.3180
      1.0715, 1685.3535
      1.0716, 1685.3864
      1.0717, 1685.4192
      1.0718, 1685.4547
      1.0719, 1685.4879
      1.0720, 1685.5205
      1.0721, 1685.5560
      1.0722, 1685.5891
      1.0723, 1685.6218
      1.0724, 1685.6567
      1.0725, 1685.6899
      1.0726, 1685.7229
      1.0727, 1685.7579
      1.0728, 1685.7909
      1.0729, 1685.8263
      1.0730, 1685.8589
      1.0731, 1685.8915
      1.0732, 1685.9268
      1.0733, 1685.9597
      1.0734, 1685.9922
      1.0735, 1686.0276
      1.0736, 1686.0604
      1.0737, 1686.0953
      1.0738, 1686.1278
      1.0739, 1686.1606
      1.0740, 1686.1958
      1.0741, 1686.2283
      1.0742, 1686.2634
      1.0743, 1686.2963
      1.0744, 1686.3287
      1.0745, 1686.3633
      1.0746, 1686.3961
      1.0747, 1686.4313
      1.0748, 1686.4635
      1.0749, 1686.4960
      1.0750, 1686.5314
      1.0751, 1686.5636
      1.0752, 1686.5980
      1.0753, 1686.6310
      1.0754, 1686.6635
      1.0755, 1686.6982
      1.0756, 1686.7303
      1.0757, 1686.7656
      1.0758, 1686.7980
      1.0759, 1686.8324
      1.0760, 1686.8650
      1.0761, 1686.8976
      1.0762, 1686.9320
      1.0763, 1686.9641
      1.0764, 1686.9994
      1.0765, 1687.0315
      1.0766, 1687.0659
      1.0767, 1687.0984
      1.0768, 1687.1309
      1.0769, 1687.1650
      1.0770, 1687.1973
      1.0771, 1687.2323
      1.0772, 1687.2643
      1.0773, 1687.2987
      1.0774, 1687.3309
      1.0775, 1687.3657
      1.0776, 1687.3976
      1.0777, 1687.4320
      1.0778, 1687.4646
      1.0779, 1687.4989
      1.0780, 1687.5308
      1.0781, 1687.5630
      1.0782, 1687.5974
      1.0783, 1687.6295
      1.0784, 1687.6636
      1.0785, 1687.6963
      1.0786, 1687.7303
      1.0787, 1687.7622
      1.0788, 1687.7966
      1.0789, 1687.8289
      1.0790, 1687.8629
      1.0791, 1687.8945
      1.0792, 1687.9290
      1.0793, 1687.9611
      1.0794, 1687.9952
      1.0795, 1688.0271
      1.0796, 1688.0615
      1.0797, 1688.0933
      1.0798, 1688.1272
      1.0799, 1688.1593
      1.0800, 1688.1935
      1.0801, 1688.2252
      1.0802, 1688.2595
      1.0803, 1688.2914
      1.0804, 1688.3253
      1.0805, 1688.3568
      1.0806, 1688.3910
      1.0807, 1688.4229
      1.0808, 1688.4567
      1.0809, 1688.4911
      1.0810, 1688.5228
      1.0811, 1688.5566
      1.0812, 1688.5881
      1.0813, 1688.6221
      1.0814, 1688.6539
      1.0815, 1688.6876
      1.0816, 1688.7195
      1.0817, 1688.7535
      1.0818, 1688.7848
      1.0819, 1688.8185
      1.0820, 1688.8503
      1.0821, 1688.8842
      1.0822, 1688.9180
      1.0823, 1688.9496
      1.0824, 1688.9835
      1.0825, 1689.0149
      1.0826, 1689.0485
      1.0827, 1689.0801
      1.0828, 1689.1139
      1.0829, 1689.1473
      1.0830, 1689.1791
      1.0831, 1689.2129
      1.0832, 1689.2441
      1.0833, 1689.2776
      1.0834, 1689.3091
      1.0835, 1689.3429
      1.0836, 1689.3763
      1.0837, 1689.4078
      1.0838, 1689.4417
      1.0839, 1689.4727
      1.0840, 1689.5060
      1.0841, 1689.5398
      1.0842, 1689.5712
      1.0843, 1689.6046
      1.0844, 1689.6359
      1.0845, 1689.6696
      1.0846, 1689.7028
      1.0847, 1689.7339
      1.0848, 1689.7673
      1.0849, 1689.7988
      1.0850, 1689.8319
      1.0851, 1689.8655
      1.0852, 1689.8969
      1.0853, 1689.9301
      1.0854, 1689.9608
      1.0855, 1689.9944
      1.0856, 1690.0278
      1.0857, 1690.0587
      1.0858, 1690.0924
      1.0859, 1690.1259
      1.0860, 1690.1564
      1.0861, 1690.1896
      1.0862, 1690.2207
      1.0863, 1690.2542
      1.0864, 1690.2872
      1.0865, 1690.3184
      1.0866, 1690.3516
      1.0867, 1690.3846
      1.0868, 1690.4154
      1.0869, 1690.4486
      1.0870, 1690.4819
      1.0871, 1690.5126
      1.0872, 1690.5460
      1.0873, 1690.5791
      1.0874, 1690.6097
      1.0875, 1690.6427
      1.0876, 1690.6758
      1.0877, 1690.7068
      1.0878, 1690.7395
      1.0879, 1690.7728
      1.0880, 1690.8038
      1.0881, 1690.8365
      1.0882, 1690.8693
      1.0883, 1690.9001
      1.0884, 1690.9332
      1.0885, 1690.9661
      1.0886, 1690.9966
      1.0887, 1691.0298
      1.0888, 1691.0625
      1.0889, 1691.0929
      1.0890, 1691.1259
      1.0891, 1691.1589
      1.0892, 1691.1893
      1.0893, 1691.2223
      1.0894, 1691.2554
      1.0895, 1691.2878
      1.0896, 1691.3182
      1.0897, 1691.3512
      1.0898, 1691.3842
      1.0899, 1691.4144
      1.0900, 1691.4473
      1.0901, 1691.4800
      1.0902, 1691.5127
      1.0903, 1691.5430
      1.0904, 1691.5757
      1.0905, 1691.6085
      1.0906, 1691.6387
      1.0907, 1691.6710
      1.0908, 1691.7042
      1.0909, 1691.7367
      1.0910, 1691.7666
      1.0911, 1691.7994
      1.0912, 1691.8322
      1.0913, 1691.8646
      1.0914, 1691.8945
      1.0915, 1691.9276
      1.0916, 1691.9601
      1.0917, 1691.9899
      1.0918, 1692.0227
      1.0919, 1692.0552
      1.0920, 1692.0875
      1.0921, 1692.1174
      1.0922, 1692.1504
      1.0923, 1692.1826
      1.0924, 1692.2148
      1.0925, 1692.2473
      1.0926, 1692.2775
      1.0927, 1692.3098
      1.0928, 1692.3420
      1.0929, 1692.3749
      1.0930, 1692.4047
      1.0931, 1692.4368
      1.0932, 1692.4691
      1.0933, 1692.5016
      1.0934, 1692.5314
      1.0935, 1692.5634
      1.0936, 1692.5962
      1.0937, 1692.6283
      1.0938, 1692.6602
      1.0939, 1692.6902
      1.0940, 1692.7227
      1.0941, 1692.7545
      1.0942, 1692.7865
      1.0943, 1692.8187
      1.0944, 1692.8489
      1.0945, 1692.8806
      1.0946, 1692.9128
      1.0947, 1692.9453
      1.0948, 1692.9772
      1.0949, 1693.0066
      1.0950, 1693.0388
      1.0951, 1693.0710
      1.0952, 1693.1028
      1.0953, 1693.1349
      1.0954, 1693.1650
      1.0955, 1693.1965
      1.0956, 1693.2283
      1.0957, 1693.2605
      1.0958, 1693.2926
      1.0959, 1693.3243
      1.0960, 1693.3541
      1.0961, 1693.3861
      1.0962, 1693.4178
      1.0963, 1693.4495
      1.0964, 1693.4814
      1.0965, 1693.5135
      1.0966, 1693.5427
      1.0967, 1693.5748
      1.0968, 1693.6067
      1.0969, 1693.6384
      1.0970, 1693.6698
      1.0971, 1693.7018
      1.0972, 1693.7336
      1.0973, 1693.7629
      1.0974, 1693.7948
      1.0975, 1693.8267
      1.0976, 1693.8582
      1.0977, 1693.8896
      1.0978, 1693.9214
      1.0979, 1693.9532
      1.0980, 1693.9824
      1.0981, 1694.0142
      1.0982, 1694.0460
      1.0983, 1694.0773
      1.0984, 1694.1086
      1.0985, 1694.1405
      1.0986, 1694.1721
      1.0987, 1694.2034
      1.0988, 1694.2328
      1.0989, 1694.2644
      1.0990, 1694.2958
      1.0991, 1694.3270
      1.0992, 1694.3588
      1.0993, 1694.3903
      1.0994, 1694.4215
      1.0995, 1694.4532
      1.0996, 1694.4847
      1.0997, 1694.5135
      1.0998, 1694.5448
      1.0999, 1694.5763
      1.1000, 1694.6080
      1.1001, 1694.6389
      1.1002, 1694.6705
      1.1003, 1694.7020
      1.1004, 1694.7330
      1.1005, 1694.7642
      1.1006, 1694.7955
      1.1007, 1694.8270
      1.1008, 1694.8582
      1.1009, 1694.8871
      1.1010, 1694.9186
      1.1011, 1694.9496
      1.1012, 1694.9806
      1.1013, 1695.0118
      1.1014, 1695.0431
      1.1015, 1695.0742
      1.1016, 1695.1055
      1.1017, 1695.1367
      1.1018, 1695.1676
      1.1019, 1695.1985
      1.1020, 1695.2297
      1.1021, 1695.2610
      1.1022, 1695.2920
      1.1023, 1695.3231
      1.1024, 1695.3542
      1.1025, 1695.3851
      1.1026, 1695.4159
      1.1027, 1695.4471
      1.1028, 1695.4760
      1.1029, 1695.5066
      1.1030, 1695.5377
      1.1031, 1695.5687
      1.1032, 1695.5996
      1.1033, 1695.6301
      1.1034, 1695.6613
      1.1035, 1695.6924
      1.1036, 1695.7229
      1.1037, 1695.7540
      1.1038, 1695.7849
      1.1039, 1695.8157
      1.1040, 1695.8463
      1.1041, 1695.8773
      1.1042, 1695.9082
      1.1043, 1695.9387
      1.1044, 1695.9696
      1.1045, 1696.0007
      1.1046, 1696.0311
      1.1047, 1696.0616
      1.1048, 1696.0925
      1.1049, 1696.1234
      1.1050, 1696.1538
      1.1051, 1696.1846
      1.1052, 1696.2155
      1.1053, 1696.2460
      1.1054, 1696.2762
      1.1055, 1696.3070
      1.1056, 1696.3378
      1.1057, 1696.3683
      1.1058, 1696.3989
      1.1059, 1696.4297
      1.1060, 1696.4600
      1.1061, 1696.4902
      1.1062, 1696.5209
      1.1063, 1696.5516
      1.1064, 1696.5819
      1.1065, 1696.6145
      1.1066, 1696.6455
      1.1067, 1696.6757
      1.1068, 1696.7058
      1.1069, 1696.7366
      1.1070, 1696.7671
      1.1071, 1696.7974
      1.1072, 1696.8275
      1.1073, 1696.8583
      1.1074, 1696.8884
      1.1075, 1696.9187
      1.1076, 1696.9492
      1.1077, 1696.9797
      1.1078, 1697.0095
      1.1079, 1697.0397
      1.1080, 1697.0706
      1.1081, 1697.1007
      1.1082, 1697.1306
      1.1083, 1697.1633
      1.1084, 1697.1936
      1.1085, 1697.2238
      1.1086, 1697.2535
      1.1087, 1697.2844
      1.1088, 1697.3143
      1.1089, 1697.3442
      1.1090, 1697.3746
      1.1091, 1697.4048
      1.1092, 1697.4347
      1.1093, 1697.4646
      1.1094, 1697.4954
      1.1095, 1697.5275
      1.1096, 1697.5574
      1.1097, 1697.5875
      1.1098, 1697.6177
      1.1099, 1697.6476
      1.1100, 1697.6772
      1.1101, 1697.7074
      1.1102, 1697.7377
      1.1103, 1697.7673
      1.1104, 1697.7975
      1.1105, 1697.8298
      1.1106, 1697.8595
      1.1107, 1697.8892
      1.1108, 1697.9193
      1.1109, 1697.9495
      1.1110, 1697.9791
      1.1111, 1698.0089
      1.1112, 1698.0391
      1.1113, 1698.0708
      1.1114, 1698.1005
      1.1115, 1698.1306
      1.1116, 1698.1605
      1.1117, 1698.1901
      1.1118, 1698.2198
      1.1119, 1698.2498
      1.1120, 1698.2815
      1.1121, 1698.3110
      1.1122, 1698.3409
      1.1123, 1698.3708
      1.1124, 1698.4004
      1.1125, 1698.4302
      1.1126, 1698.4601
      1.1127, 1698.4917
      1.1128, 1698.5211
      1.1129, 1698.5510
      1.1130, 1698.5808
      1.1131, 1698.6101
      1.1132, 1698.6400
      1.1133, 1698.6719
      1.1134, 1698.7013
      1.1135, 1698.7305
      1.1136, 1698.7601
      1.1137, 1698.7899
      1.1138, 1698.8192
      1.1139, 1698.8511
      1.1140, 1698.8806
      1.1141, 1698.9100
      1.1142, 1698.9393
      1.1143, 1698.9688
      1.1144, 1699.0007
      1.1145, 1699.0298
      1.1146, 1699.0594
      1.1147, 1699.0890
      1.1148, 1699.1182
      1.1149, 1699.1494
      1.1150, 1699.1790
      1.1151, 1699.2085
      1.1152, 1699.2377
      1.1153, 1699.2670
      1.1154, 1699.2988
      1.1155, 1699.3276
      1.1156, 1699.3568
      1.1157, 1699.3862
      1.1158, 1699.4158
      1.1159, 1699.4469
      1.1160, 1699.4764
      1.1161, 1699.5057
      1.1162, 1699.5345
      1.1163, 1699.5659
      1.1164, 1699.5952
      1.1165, 1699.6245
      1.1166, 1699.6534
      1.1167, 1699.6848
      1.1168, 1699.7141
      1.1169, 1699.7430
      1.1170, 1699.7720
      1.1171, 1699.8013
      1.1172, 1699.8326
      1.1173, 1699.8616
      1.1174, 1699.8905
      1.1175, 1699.9198
      1.1176, 1699.9509
      1.1177, 1699.9795
      1.1178, 1700.0088
      1.1179, 1700.0380
      1.1180, 1700.0688
      1.1181, 1700.0980
      1.1182, 1700.1271
      1.1183, 1700.1581
      1.1184, 1700.1868
      1.1185, 1700.2157
      1.1186, 1700.2449
      1.1187, 1700.2758
      1.1188, 1700.3047
      1.1189, 1700.3336
      1.1190, 1700.3622
      1.1191, 1700.3929
      1.1192, 1700.4220
      1.1193, 1700.4509
      1.1194, 1700.4817
      1.1195, 1700.5106
      1.1196, 1700.5396
      1.1197, 1700.5681
      1.1198, 1700.5989
      1.1199, 1700.6277
      1.1200, 1700.6566
      1.1201, 1700.6873
      1.1202, 1700.7161
      1.1203, 1700.7450
      1.1204, 1700.7755
      1.1205, 1700.8041
      1.1206, 1700.8326
      1.1207, 1700.8638
      1.1208, 1700.8920
      1.1209, 1700.9208
      1.1210, 1700.9496
      1.1211, 1700.9801
      1.1212, 1701.0084
      1.1213, 1701.0371
      1.1214, 1701.0679
      1.1215, 1701.0962
      1.1216, 1701.1249
      1.1217, 1701.1556
      1.1218, 1701.1840
      1.1219, 1701.2123
      1.1220, 1701.2430
      1.1221, 1701.2717
      1.1222, 1701.2999
      1.1223, 1701.3302
      1.1224, 1701.3591
      1.1225, 1701.3873
      1.1226, 1701.4176
      1.1227, 1701.4463
      1.1228, 1701.4768
      1.1229, 1701.5050
      1.1230, 1701.5330
      1.1231, 1701.5642
      1.1232, 1701.5922
      1.1233, 1701.6201
      1.1234, 1701.6510
      1.1235, 1701.6792
      1.1236, 1701.7073
      1.1237, 1701.7374
      1.1238, 1701.7661
      1.1239, 1701.7964
      1.1240, 1701.8242
      1.1241, 1701.8527
      1.1242, 1701.8831
      1.1243, 1701.9111
      1.1244, 1701.9391
      1.1245, 1701.9698
      1.1246, 1701.9977
      1.1247, 1702.0278
      1.1248, 1702.0560
      1.1249, 1702.0842
      1.1250, 1702.1143
      1.1251, 1702.1421
      1.1252, 1702.1729
      1.1253, 1702.2008
      1.1254, 1702.2285
      1.1255, 1702.2588
      1.1256, 1702.2870
      1.1257, 1702.3169
      1.1258, 1702.3446
      1.1259, 1702.3727
      1.1260, 1702.4031
      1.1261, 1702.4308
      1.1262, 1702.4609
      1.1263, 1702.4890
      1.1264, 1702.5188
      1.1265, 1702.5465
      1.1266, 1702.5746
      1.1267, 1702.6047
      1.1268, 1702.6322
      1.1269, 1702.6624
      1.1270, 1702.6904
      1.1271, 1702.7202
      1.1272, 1702.7477
      1.1273, 1702.7756
      1.1274, 1702.8058
      1.1275, 1702.8333
      1.1276, 1702.8633
      1.1277, 1702.8911
      1.1278, 1702.9209
      1.1279, 1702.9484
      1.1280, 1702.9784
      1.1281, 1703.0062
      1.1282, 1703.0336
      1.1283, 1703.0635
      1.1284, 1703.0913
      1.1285, 1703.1208
      1.1286, 1703.1482
      1.1287, 1703.1782
      1.1288, 1703.2058
      1.1289, 1703.2355
      1.1290, 1703.2631
      1.1291, 1703.2930
      1.1292, 1703.3203
      1.1293, 1703.3499
      1.1294, 1703.3776
      1.1295, 1703.4072
      1.1296, 1703.4346
      1.1297, 1703.4644
      1.1298, 1703.4919
      1.1299, 1703.5192
      1.1300, 1703.5485
      1.1301, 1703.5762
      1.1302, 1703.6058
      1.1303, 1703.6329
      1.1304, 1703.6627
      1.1305, 1703.6902
      1.1306, 1703.7194
      1.1307, 1703.7465
      1.1308, 1703.7762
      1.1309, 1703.8037
      1.1310, 1703.8330
      1.1311, 1703.8627
      1.1312, 1703.8900
      1.1313, 1703.9193
      1.1314, 1703.9463
      1.1315, 1703.9760
      1.1316, 1704.0031
      1.1317, 1704.0323
      1.1318, 1704.0597
      1.1319, 1704.0892
      1.1320, 1704.1161
      1.1321, 1704.1453
      1.1322, 1704.1725
      1.1323, 1704.2020
      1.1324, 1704.2288
      1.1325, 1704.2583
      1.1326, 1704.2855
      1.1327, 1704.3146
      1.1328, 1704.3436
      1.1329, 1704.3707
      1.1330, 1704.4003
      1.1331, 1704.4270
      1.1332, 1704.4564
      1.1333, 1704.4834
      1.1334, 1704.5125
      1.1335, 1704.5391
      1.1336, 1704.5685
      1.1337, 1704.5978
      1.1338, 1704.6245
      1.1339, 1704.6538
      1.1340, 1704.6809
      1.1341, 1704.7096
      1.1342, 1704.7363
      1.1343, 1704.7655
      1.1344, 1704.7925
      1.1345, 1704.8213
      1.1346, 1704.8506
      1.1347, 1704.8774
      1.1348, 1704.9064
      1.1349, 1704.9329
      1.1350, 1704.9619
      1.1351, 1704.9911
      1.1352, 1705.0176
      1.1353, 1705.0465
      1.1354, 1705.0736
      1.1355, 1705.1022
      1.1356, 1705.1310
      1.1357, 1705.1577
      1.1358, 1705.1868
      1.1359, 1705.2131
      1.1360, 1705.2422
      1.1361, 1705.2711
      1.1362, 1705.2976
      1.1363, 1705.3262
      1.1364, 1705.3530
      1.1365, 1705.3817
      1.1366, 1705.4103
      1.1367, 1705.4371
      1.1368, 1705.4661
      1.1369, 1705.4923
      1.1370, 1705.5209
      1.1371, 1705.5497
      1.1372, 1705.5764
      1.1373, 1705.6047
      1.1374, 1705.6334
      1.1375, 1705.6602
      1.1376, 1705.6885
      1.1377, 1705.7169
      1.1378, 1705.7437
      1.1379, 1705.7723
      1.1380, 1705.7985
      1.1381, 1705.8269
      1.1382, 1705.8560
      1.1383, 1705.8821
      1.1384, 1705.9104
      1.1385, 1705.9390
      1.1386, 1705.9656
      1.1387, 1705.9938
      1.1388, 1706.0220
      1.1389, 1706.0488
      1.1390, 1706.0771
      1.1391, 1706.1053
      1.1392, 1706.1317
      1.1393, 1706.1603
      1.1394, 1706.1884
      1.1395, 1706.2145
      1.1396, 1706.2434
      1.1397, 1706.2716
      1.1398, 1706.2975
      1.1399, 1706.3260
      1.1400, 1706.3545
      1.1401, 1706.3804
      1.1402, 1706.4084
      1.1403, 1706.4374
      1.1404, 1706.4633
      1.1405, 1706.4913
      1.1406, 1706.5197
      1.1407, 1706.5481
      1.1408, 1706.5739
      1.1409, 1706.6019
      1.1410, 1706.6307
      1.1411, 1706.6562
      1.1412, 1706.6843
      1.1413, 1706.7126
      1.1414, 1706.7389
      1.1415, 1706.7666
      1.1416, 1706.7946
      1.1417, 1706.8229
      1.1418, 1706.8489
      1.1419, 1706.8770
      1.1420, 1706.9050
      1.1421, 1706.9312
      1.1422, 1706.9590
      1.1423, 1706.9867
      1.1424, 1707.0149
      1.1425, 1707.0409
      1.1426, 1707.0687
      1.1427, 1707.0968
      1.1428, 1707.1249
      1.1429, 1707.1505
      1.1430, 1707.1782
